jugador;pais;posicion;equipo;liga;edad;partidos_jugados;partidos_titular;minutos_jugados;goles_sin_penalties;npxG+xA;goles;disparos;disparos_a_puerta;%_disparos_a_puerta;goles/disparo;goles/disparo_a_puerta;distancia_media_disparo;tiros_libres_lanzados;penalties_marcados;penalties_intentados;xG;npxG;npxG/Sh;G-xG;npG-xG;pases_completados;pases_intentados;%_pases_completados;valor_de_mercado
Emil Bohinen;NOR;MF;Salernitana;it Serie A;22;11;8;699;0;0,6;0;3;3;100;0;0;20,2;0;0;0;0,1;0,1;0,04;-0,1;-0,1;240;296;81,1;2440000
Emil Forsberg;SWE;MF,FW;RB Leipzig;de Bundesliga;29;31;20;1706;2;8,2;6;38;11;28,9;0,05;0,18;18,2;2;4;4;7,6;4,6;0,12;-1,6;-2,6;637;773;82,4;15200000
Emil Krafth;SWE;DF;Newcastle Utd;eng Premier League;26;20;18;1634;0;1;0;6;1;16,7;0;0;19,7;0;0;0;0,2;0,2;0,04;-0,2;-0,2;555;760;73;3900000
Emile Smith Rowe;ENG;MF,FW;Arsenal;eng Premier League;21;33;21;1921;10;8;10;40;23;57,5;0,25;0,43;15,5;0;0;0;5,8;5,8;0,14;4,2;4,2;691;811;85,2;30714285
Emiliano Martínez;ARG;GK;Aston Villa;eng Premier League;28;36;36;3240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;781;1081;72,2;29000000
Emmanuel Dennis;NGA;FW,MF;Watford;eng Premier League;23;33;30;2581;10;10,7;10;61;27;44,3;0,16;0,37;14,9;6;0;0;7,5;7,5;0,12;2,5;2,5;431;633;68,1;10000000
Emmanuel Gyasi;GHA;FW,DF;Spezia;it Serie A;27;36;35;3035;6;7,3;6;39;14;35,9;0,15;0,43;14,4;0;0;0;5,9;5,9;0,15;0,1;0,1;775;942;82,3;2500000
Emre Can;GER;DF,MF;Dortmund;de Bundesliga;27;24;19;1690;1;0,8;5;6;2;33,3;0,17;0,5;30,6;0;4;4;3,2;0,1;0,02;1,8;0,9;1212;1423;85,2;19142857
Enes Ünal;TUR;FW;Getafe;es La Liga;24;37;33;2798;14;9;16;82;24;29,3;0,17;0,58;15,8;7;2;4;10,2;7,1;0,09;5,8;6,9;421;660;63,8;15166666
Enis Bardhi;MKD;MF,FW;Levante;es La Liga;26;30;17;1701;1;5,6;3;41;7;17,1;0,02;0,14;23,6;9;2;2;3,8;2,3;0,06;-0,8;-1,3;531;750;70,8;9870000
Enock Kwateng;FRA;DF;Bordeaux;fr Ligue 1;24;29;22;2002;1;1,5;1;7;3;42,9;0,14;0,33;15,4;0;0;0;0,4;0,4;0,06;0,6;0,6;988;1195;82,7;2650000
Enock Mwepu;ZAM;MF,FW;Brighton;eng Premier League;23;18;12;996;2;3,2;2;19;8;42,1;0,11;0,25;19,6;0;0;0;1,9;1,9;0,1;0,1;0,1;300;398;75,4;17750000
Enric Franquesa;ESP;DF;Levante;es La Liga;24;16;6;625;0;0,2;0;1;0;0;0;0;11,7;0;0;0;0;0;0,03;0;0;210;274;76,6;720000
Enzo Crivelli;FRA;FW,MF;Saint-Étienne;fr Ligue 1;26;4;0;102;0;0,4;0;3;1;33,3;0;0;13,2;0;0;0;0,4;0,4;0,12;-0,4;-0,4;17;23;73,9;2085714
Enzo Ebosse;CMR;DF;Angers;fr Ligue 1;22;27;21;1890;0;0,7;0;4;0;0;0;0;22,4;0;0;0;0,1;0,1;0,02;-0,1;-0,1;916;1080;84,8;2600000
Enzo Le Fée;FRA;MF,FW;Lorient;fr Ligue 1;21;36;25;2194;1;4,4;1;33;9;27,3;0,03;0,11;23,2;5;0;0;2,1;2,1;0,06;-1,1;-1,1;956;1213;78,8;8142857
Enzo Millot;FRA;MF;Stuttgart;de Bundesliga;19;6;0;53;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;30;80;1750000
Enzo Roco;CHI;DF;Elche;es La Liga;28;30;29;2552;1;1,2;1;11;3;27,3;0,09;0,33;9,8;0;0;0;1,1;1,1;0,1;-0,1;-0,1;950;1135;83,7;1800000
Eray Cömert;SUI;DF;Valencia;es La Liga;23;8;5;408;0;0,4;0;3;1;33,3;0;0;7,7;0;0;0;0,4;0,4;0,13;-0,4;-0,4;158;190;83,2;2185714
Eric Bailly;CIV;DF;Manchester Utd;eng Premier League;27;4;3;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;80;80;10000000
Eric Dier;ENG;DF;Tottenham;eng Premier League;27;35;35;3071;0;2,4;0;13;4;30,8;0;0;13,5;4;0;0;1;1;0,08;-1;-1;1969;2226;88,5;25333333
Eric García;ESP;DF;Barcelona;es La Liga;20;26;23;2039;0;0,3;0;6;4;66,7;0;0;23,7;0;0;0;0,2;0,2;0,03;-0,2;-0,2;1550;1666;93;17666666
Eric Maxim Choupo-Moting;CMR;FW,MF;Bayern Munich;de Bundesliga;32;20;1;377;4;3,5;4;15;8;53,3;0,27;0,5;11,1;0;0;0;2,8;2,8;0,21;1,2;1,2;101;138;73,2;3900000
Eric N'Jo;FRA;DF;Troyes;fr Ligue 1;17;2;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;30;83,3;300000
Erick Cabaco;URU;DF;Getafe;es La Liga;26;10;5;403;0;0,8;0;2;0;0;0;0;8,5;0;0;0;0,4;0,4;0,2;-0,4;-0,4;114;162;70,4;1933333
Erick Pulgar;CHI;MF;Fiorentina;it Serie A;27;6;4;341;0;0,8;0;3;2;66,7;0;0;24,5;0;0;0;0,1;0,1;0,03;-0,1;-0,1;209;236;88,6;7312500
Erik Durm;GER;DF;Eint Frankfurt;de Bundesliga;29;7;7;474;0;0,6;0;1;0;0;0;0;35;0;0;0;0;0;0,01;0;0;190;274;69,3;1650000
Erik Palmer-Brown;USA;DF;Troyes;fr Ligue 1;24;21;19;1734;0;0,5;0;4;0;0;0;0;7,3;0;0;0;0,5;0,5;0,12;-0,5;-0,5;542;652;83,1;2200000
Erik Pieters;NED;DF;Burnley;eng Premier League;32;12;8;730;0;1;0;7;0;0;0;0;23,8;0;0;0;0,2;0,2;0,03;-0,2;-0,2;242;344;70,3;1016666
Erik Thommy;GER;DF,FW;Stuttgart;de Bundesliga;26;11;1;274;0;0,9;0;10;4;40;0;0;22,9;0;0;0;0,4;0,4;0,04;-0,4;-0,4;88;120;73,3;2285714
Erling Haaland;NOR;FW;Dortmund;de Bundesliga;21;24;21;1911;16;18,7;22;74;31;41,9;0,22;0,52;13,5;0;6;6;17,6;13;0,18;4,4;3;339;473;71,7;143333333
Ernesto Torregrossa;ITA;FW;Sampdoria;it Serie A;29;10;0;116;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;46;67,4;4150000
Esteban Saveljich;MNE;DF;Rayo Vallecano;es La Liga;30;21;21;1700;0;1,1;0;9;3;33,3;0;0;7,5;0;0;0;0,8;0,8;0,09;-0,8;-0,8;495;583;84,9;680000
Ethan Ampadu;WAL;MF,DF;Venezia;it Serie A;20;29;26;2282;0;1,7;0;7;1;14,3;0;0;18,5;0;0;0;0,3;0,3;0,05;-0,3;-0,3;866;1154;75;12800000
Ethan Pinnock;JAM;DF;Brentford;eng Premier League;28;32;32;2694;1;2,8;1;18;8;44,4;0,06;0,13;9;0;0;0;1,5;1,5;0,08;-0,5;-0,5;1180;1555;75,9;9200000
Etienne Green;ENG;GK;Saint-Étienne;fr Ligue 1;21;15;15;1197;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;404;70,8;5737500
Etrit Berisha;ALB;GK;Torino;it Serie A;32;10;10;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;320;52,8;1300000
Evan Ferguson;IRL;MF;Brighton;eng Premier League;16;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;85,7;2600000
Evann Guessand;FRA;FW;Nice;fr Ligue 1;20;20;2;438;1;2,8;1;13;4;30,8;0,08;0,25;10,1;0;0;0;1,9;1,9;0,15;-0,9;-0,9;57;76;75;3083333
Exequiel Palacios;ARG;MF;Leverkusen;de Bundesliga;22;23;12;1097;2;2,3;2;9;4;44,4;0,22;0,5;29,4;0;0;0;0,5;0,5;0,05;1,5;1,5;695;805;86,3;14857142
Ezequiel Ponce;ARG;FW;Elche;es La Liga;24;13;5;667;1;2,3;1;15;5;33,3;0,07;0,2;12,8;0;0;0;2;2;0,14;-1;-1;122;166;73,5;5200000
Ezri Konsa;ENG;DF;Aston Villa;eng Premier League;23;29;29;2477;2;1,7;2;15;6;40;0,13;0,33;7;0;0;0;1,5;1,5;0,1;0,5;0,5;850;971;87,5;22400000
Fabian Bredlow;GER;GK;Stuttgart;de Bundesliga;26;4;4;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;127;90,6;683333
Fabian Delph;ENG;MF;Everton;eng Premier League;31;11;8;662;0;0,1;0;2;0;0;0;0;25,5;0;0;0;0;0;0,02;0;0;263;308;85,4;3325000
Fabian Klos;GER;FW;Arminia;de Bundesliga;33;25;14;1420;1;4,8;3;37;14;37,8;0,03;0,07;15,9;0;2;2;5;3,5;0,09;-2;-2,5;237;443;53,5;633333
Fabian Kunze;GER;MF;Arminia;de Bundesliga;23;22;13;1260;0;0,5;0;11;1;9,1;0;0;25;0;0;0;0,3;0,3;0,03;-0,3;-0,3;370;496;74,6;1116666
Fabian Schär;SUI;DF;Newcastle Utd;eng Premier League;29;25;25;2158;2;2;2;20;6;30;0,1;0,33;16,9;3;0;0;1,3;1,3;0,07;0,7;0,7;679;953;71,2;9000000
Fabiano Parisi;ITA;DF;Empoli;it Serie A;20;25;16;1477;0;1,3;0;17;5;29,4;0;0;21,8;0;0;0;0,8;0,8;0,05;-0,8;-0,8;599;792;75,6;5357142
Fabien Centonze;FRA;DF;Metz;fr Ligue 1;25;19;18;1586;4;1,4;4;15;7;46,7;0,27;0,57;21,4;0;0;0;0,9;0,9;0,06;3,1;3,1;621;772;80,4;7166666
Fabien Lemoine;FRA;MF;Lorient;fr Ligue 1;34;21;13;1117;0;1,2;0;4;0;0;0;0;19,2;0;0;0;0,3;0,3;0,07;-0,3;-0,3;777;877;88,6;625000
Fabinho;BRA;MF;Liverpool;eng Premier League;27;29;26;2314;3;3,3;5;19;7;36,8;0,16;0,43;18,8;1;2;2;3,4;1,9;0,11;1,6;1,1;1341;1522;88,1;333333
Fabio Depaoli;ITA;DF;Hellas Verona;it Serie A;24;18;7;703;1;0,9;1;9;4;44,4;0,11;0,25;15,8;0;0;0;0,6;0,6;0,06;0,4;0,4;183;290;63,1;2950000
Fabio Miretti;ITA;MF;Juventus;it Serie A;17;6;4;321;0;0,5;0;2;0;0;0;0;15,2;0;0;0;0,1;0,1;0,05;-0,1;-0,1;124;150;82,7;8950000
Fabio Quagliarella;ITA;FW;Sampdoria;it Serie A;38;33;19;1664;3;5,6;4;57;10;17,5;0,05;0,3;19,1;0;1;1;4,2;3,5;0,06;-0,2;-0,5;322;472;68,2;1000000
Facundo Medina;ARG;DF;Lens;fr Ligue 1;22;31;30;2593;1;1,5;1;9;2;22,2;0,11;0,5;8,9;0;0;0;1,2;1,2;0,13;-0,2;-0,2;2036;2259;90,1;12142857
Facundo Pellistri;URU;MF,FW;Alavés;es La Liga;19;21;6;672;0;1,4;0;7;2;28,6;0;0;12,7;0;0;0;1;1;0,14;-1;-1;112;152;73,7;3600000
Falaye Sacko;MLI;DF;Saint-Étienne;fr Ligue 1;26;9;8;667;0;0,2;0;1;0;0;0;0;19,2;0;0;0;0,1;0,1;0,07;-0,1;-0,1;369;430;85,8;3416666
Fali;ESP;DF,MF;Cádiz;es La Liga;27;28;23;1803;0;1,8;0;15;0;0;0;0;16;2;0;0;0,8;0,8;0,05;-0,8;-0,8;523;674;77,6;2528571
Fali Candé;GNB;DF;Metz;fr Ligue 1;23;11;11;973;0;1,7;0;6;2;33,3;0;0;27,8;3;0;0;0,2;0,2;0,03;-0,2;-0,2;358;499;71,7;1228571
Faouzi Ghoulam;ALG;DF;Napoli;it Serie A;30;14;3;332;0;0,5;0;3;1;33,3;0;0;25,6;2;0;0;0,1;0,1;0,05;-0,1;-0,1;235;282;83,3;2040000
Farid Boulaya;ALG;MF,FW;Metz;fr Ligue 1;28;24;18;1526;4;4,4;4;19;6;31,6;0,21;0,67;23,9;6;0;0;1,5;1,5;0,08;2,5;2,5;490;738;66,4;4214285
Farid El Melali;ALG;FW;Angers;fr Ligue 1;24;2;0;14;0;0;0;1;0;0;0;0;24,8;0;0;0;0;0;0,02;0;0;2;5;40;1080000
Fede San Emeterio;ESP;MF;Cádiz;es La Liga;24;12;10;830;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;342;84,2;2416666
Federico Bernardeschi;ITA;MF,FW;Juventus;it Serie A;27;28;16;1475;1;3,3;1;34;8;23,5;0,03;0,13;19,2;0;0;0;1,4;1,4;0,04;-0,4;-0,4;460;599;76,8;11200000
Federico Bonazzoli;ITA;FW,MF;Salernitana;it Serie A;24;32;19;1866;8;6,7;10;56;20;35,7;0,14;0,4;17;1;2;2;7,4;5,9;0,11;2,6;2,1;415;554;74,9;4416666
Federico Ceccherini;ITA;DF;Hellas Verona;it Serie A;29;34;29;2358;1;2,6;1;11;2;18,2;0,09;0,5;9,6;0;0;0;1,8;1,8;0,17;-0,8;-0,8;983;1215;80,9;3500000
Federico Chiesa;ITA;MF,FW;Juventus;it Serie A;23;14;11;863;2;3,5;2;28;9;32,1;0,07;0,22;17,2;0;0;0;2,3;2,3;0,08;-0,3;-0,3;219;284;77,1;62142857
Federico Di Francesco;ITA;FW,MF;Empoli;it Serie A;27;26;17;1367;5;3,4;5;25;8;32;0,2;0,63;17;0;0;0;2,4;2,4;0,1;2,6;2,6;258;385;67;2440000
Federico Dimarco;ITA;DF;Inter;it Serie A;23;32;13;1430;2;7,9;2;38;17;44,7;0,05;0,12;19,5;3;0;1;3,5;2,7;0,07;-1,5;-0,7;996;1212;82,2;15333333
Federico Fazio;ARG;DF;Salernitana;it Serie A;34;16;16;1434;1;1,4;1;16;3;18,8;0,06;0,33;12,3;0;0;0;1,2;1,2;0,07;-0,2;-0,2;518;625;82,9;625000
Federico Fernández;ARG;DF;Newcastle Utd;eng Premier League;32;7;5;523;0;0,8;0;6;1;16,7;0;0;9,2;0;0;0;0,4;0,4;0,07;-0,4;-0,4;183;214;85,5;2100000
Federico Peluso;ITA;DF;Sassuolo;it Serie A;37;2;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;100;366666
Federico Santander;PAR;FW,DF;Bologna;it Serie A;30;7;0;67;1;0,5;1;2;1;50;0,5;1;12,4;0;0;0;0,4;0,4;0,2;0,6;0,6;20;30;66,7;887500
Federico Valverde;URU;MF;Real Madrid;es La Liga;23;31;19;1833;0;3;0;36;9;25;0;0;24,1;0;0;0;1;1;0,03;-1;-1;1043;1190;87,6;75000000
Felipe;BRA;DF;Atlético Madrid;es La Liga;32;26;15;1504;2;1,4;2;11;4;36,4;0,18;0,5;8,8;0;0;0;1;1;0,09;1;1;659;793;83,1;10000000
Felipe Anderson;BRA;FW;Lazio;it Serie A;28;38;33;2888;6;12,5;6;44;16;36,4;0,14;0,38;15,8;0;0;0;5,5;5,5;0,13;0,5;0,5;1108;1424;77,8;13428571
Felipe Caicedo;ECU;FW;Genoa;it Serie A;32;9;1;284;1;2,2;1;12;3;25;0,08;0,33;13,5;0;0;0;1,2;1,2;0,1;-0,2;-0,2;54;79;68,4;2225000
Felix Afena-Gyan;GHA;FW,MF;Roma;it Serie A;18;17;6;668;2;2,1;2;18;7;38,9;0,11;0,29;15;0;0;0;1,9;1,9;0,1;0,1;0,1;125;164;76,2;5500000
Felix Passlack;GER;DF;Dortmund;de Bundesliga;23;10;5;472;1;0,4;1;3;1;33,3;0,33;1;16,5;0;0;0;0,2;0,2;0,07;0,8;0,8;293;354;82,8;2100000
Ferland Mendy;FRA;DF;Real Madrid;es La Liga;26;22;20;1734;2;2,4;2;12;6;50;0,17;0,33;18,5;0;0;0;1,1;1,1;0,09;0,9;0,9;1247;1361;91,6;43571428
Fernandinho;BRA;MF,DF;Manchester City;eng Premier League;36;19;10;964;2;2,5;2;18;3;16,7;0,11;0,67;16,4;0;0;0;1,6;1,6;0,09;0,4;0,4;730;806;90,6;1614285
Fernando;BRA;MF,DF;Sevilla;es La Liga;34;24;21;1850;1;0,9;1;7;1;14,3;0,14;1;15,6;0;0;0;0,6;0,6;0,09;0,4;0,4;1121;1248;89,8;5583333
Fernando Calero;ESP;DF;Espanyol;es La Liga;25;16;13;1090;0;0,2;0;1;0;0;0;0;16;0;0;0;0,1;0,1;0,09;-0,1;-0,1;529;627;84,4;2383333
Fernando Forestieri;ITA;FW,MF;Udinese;it Serie A;31;4;0;58;2;1;2;3;2;66,7;0,67;1;13,2;1;0;0;1;1;0,32;1;1;16;23;69,6;881250
Fernando Pacheco;ESP;GK;Alavés;es La Liga;29;34;34;3053;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;1026;62,8;6857142
Fidel;ESP;MF,FW;Elche;es La Liga;31;33;29;2261;4;7,4;5;16;7;43,8;0,25;0,57;15,4;1;1;1;3,1;2,3;0,14;1,9;1,7;813;1095;74,2;1750000
Fikayo Tomori;ENG;DF;Milan;it Serie A;23;31;30;2718;0;2,2;0;11;2;18,2;0;0;9,8;0;0;0;2,2;2,2;0,2;-2,2;-2,2;1505;1696;88,7;39714285
Filippo Bandinelli;ITA;MF;Empoli;it Serie A;26;35;24;1955;2;5,6;2;40;12;30;0,05;0,17;18,5;0;0;0;2,6;2,6;0,06;-0,6;-0,6;572;756;75,7;1916666
Filippo Delli Carri;ITA;DF;Salernitana;it Serie A;22;5;3;334;0;0,2;0;4;2;50;0;0;14,3;0;0;0;0,1;0,1;0,04;-0,1;-0,1;86;120;71,7;295000
Filippo Distefano;ITA;FW;Fiorentina;it Serie A;17;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;300000
Filippo Melegoni;ITA;FW,MF;Genoa;it Serie A;22;25;10;980;1;2,1;1;13;7;53,8;0,08;0,14;22;1;0;0;0,6;0,6;0,05;0,4;0,4;246;354;69,5;1433333
Filippo Terracciano;ITA;DF;Hellas Verona;it Serie A;18;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;60;750000
Finn Dahmen;GER;GK;Mainz 05;de Bundesliga;23;2;2;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;80;78,8;1366666
Fisnik Asllani;KVX;MF,FW;Hoffenheim;de Bundesliga;18;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;75;483333
Flavien Tait;FRA;MF;Rennes;fr Ligue 1;28;28;24;2125;5;6,8;5;43;12;27,9;0,12;0,42;19,8;0;0;0;3,2;3,2;0,07;1,8;1,8;1102;1264;87,2;6916666
Flavius Daniliuc;AUT;DF;Nice;fr Ligue 1;20;24;14;1293;0;0,4;0;4;0;0;0;0;10,4;0;0;0;0,2;0,2;0,06;-0,2;-0,2;773;864;89,5;6500000
Florent Mollet;FRA;FW,MF;Montpellier;fr Ligue 1;29;35;32;2630;6;8;6;55;17;30,9;0,11;0,35;21,2;12;0;0;5;5;0,09;1;1;967;1195;80,9;4500000
Florent Ogier;FRA;DF;Clermont Foot;fr Ligue 1;32;30;29;2429;1;0,6;1;8;3;37,5;0,13;0,33;10,9;0;0;0;0,4;0,4;0,05;0,6;0,6;1254;1479;84,8;650000
Florian Grillitsch;AUT;DF,MF;Hoffenheim;de Bundesliga;25;18;16;1496;0;1,1;0;8;2;25;0;0;24,7;0;0;0;0,5;0,5;0,06;-0,5;-0,5;920;1024;89,8;14857142
Florian Kainz;AUT;MF,FW;Köln;de Bundesliga;28;32;31;2320;4;8,5;4;40;14;35;0,1;0,29;19,9;5;0;0;3,5;3,5;0,09;0,5;0,5;643;1062;60,5;3750000
Florian Krüger;GER;FW,MF;Arminia;de Bundesliga;22;27;12;1129;1;3;1;18;5;27,8;0,06;0,2;18,1;1;0;0;1,4;1,4;0,08;-0,4;-0,4;212;310;68,4;2614285
Florian Lejeune;FRA;DF;Alavés;es La Liga;30;30;30;2699;0;1,8;0;22;2;9,1;0;0;20,4;6;0;0;1,6;1,6;0,07;-1,6;-1,6;928;1161;79,9;3314285
Florian Müller;GER;GK;Stuttgart;de Bundesliga;23;30;30;2700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;848;1012;83,8;5437500
Florian Neuhaus;GER;MF;M'Gladbach;de Bundesliga;24;29;24;2121;4;6,5;4;48;19;39,6;0,08;0,21;20,2;1;0;0;4,4;4,4;0,09;-0,4;-0,4;896;1132;79,2;25428571
Florian Niederlechner;GER;FW;Augsburg;de Bundesliga;30;26;13;1165;5;6,2;5;28;12;42,9;0,18;0,42;11,8;0;0;0;5,4;5,4;0,19;-0,4;-0,4;162;225;72;3480000
Florian Sotoca;FRA;FW,MF;Lens;fr Ligue 1;30;35;28;2480;4;10,1;6;68;23;33,8;0,06;0,17;14,7;0;2;2;8,6;7,1;0,1;-2,6;-3,1;907;1194;76;2757142
Florian Tardieu;FRA;MF;Troyes;fr Ligue 1;29;30;29;2632;0;3,9;4;20;5;25;0;0;29,9;4;4;4;3,8;0,8;0,04;0,2;-0,8;1685;2040;82,6;2333333
Florian Wirtz;GER;MF,FW;Leverkusen;de Bundesliga;18;24;22;1851;7;12,9;7;36;13;36,1;0,19;0,54;16,6;1;0;0;5,3;5,3;0,15;1,7;1,7;681;910;74,8;64285714
Florin Andone;ROU;FW;Cádiz;es La Liga;28;5;1;176;0;0,3;0;3;1;33,3;0;0;12,2;0;0;0;0,3;0,3;0,09;-0,3;-0,3;28;40;70;1450000
Fodé Ballo-Touré;SEN;DF;Milan;it Serie A;24;10;5;446;0;0,7;0;3;1;33,3;0;0;13,3;0;0;0;0,5;0,5;0,18;-0,5;-0,5;231;273;84,6;5000000
Fodé Doucouré;MLI;DF;Reims;fr Ligue 1;20;3;1;154;0;0,1;0;1;0;0;0;0;22;0;0;0;0;0;0,03;0;0;57;80;71,3;540000
Folarin Balogun;ENG;FW;Arsenal;eng Premier League;20;2;1;70;0;0,3;0;3;0;0;0;0;14;0;0;0;0,3;0,3;0,09;-0,3;-0,3;4;8;50;10800000
Fran Beltrán;ESP;MF;Celta Vigo;es La Liga;22;37;31;2597;1;1;1;20;4;20;0,05;0,25;27,6;0;0;0;0,4;0,4;0,02;0,6;0,6;1728;1904;90,8;13333333
Fran Mérida;ESP;MF;Espanyol;es La Liga;31;10;3;266;0;0,2;0;4;0;0;0;0;21,9;0;0;0;0,1;0,1;0,02;-0,1;-0,1;120;177;67,8;940000
Francesco Acerbi;ITA;DF;Lazio;it Serie A;33;30;29;2536;4;2,6;4;16;7;43,8;0,25;0,57;9,2;0;0;0;2,2;2,2;0,14;1,8;1,8;1812;2006;90,3;6000000
Francesco Bardi;ITA;GK;Bologna;it Serie A;29;2;2;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;50;68;640000
Francesco Caputo;ITA;FW;Sampdoria;it Serie A;33;36;31;2790;11;13,3;11;54;28;51,9;0,2;0,39;12,6;0;0;1;10,8;9,8;0,18;0,2;1,2;456;606;75,2;3200000
Francesco Cassata;ITA;MF;Genoa;it Serie A;24;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;1400000
Francesco Di Mariano;ITA;FW;Venezia;it Serie A;25;1;1;62;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;14;78,6;1233333
Francesco Di Tacchio;ITA;MF;Salernitana;it Serie A;31;18;14;1255;0;0,5;0;14;1;7,1;0;0;23,4;1;0;0;0,4;0,4;0,03;-0,4;-0,4;433;536;80,8;520000
Francesco Forte;ITA;FW;Venezia;it Serie A;28;12;4;422;1;1,1;1;11;2;18,2;0,09;0,5;9,9;0;0;0;1;1;0,09;0;0;55;77;71,4;2016666
Francesco Magnanelli;ITA;MF;Sassuolo;it Serie A;36;12;2;271;0;0,1;0;2;0;0;0;0;27,9;0;0;0;0,1;0,1;0,03;-0,1;-0,1;226;253;89,3;400000
Francesco Rossi;ITA;GK;Atalanta;it Serie A;30;1;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;16;68,8;100000
Francis Coquelin;FRA;MF;Villarreal;es La Liga;30;20;8;830;2;0,9;2;5;2;40;0,4;1;13,8;0;0;0;0,3;0,3;0,05;1,7;1,7;424;480;88,3;5200000
Francisco Sierralta;CHI;DF;Watford;eng Premier League;24;5;5;427;0;0;0;1;1;100;0;0;9;0;0;0;0;0;0,05;0;0;143;169;84,6;1466666
Franck Honorat;FRA;MF,FW;Brest;fr Ligue 1;24;34;34;2899;11;11,4;11;61;30;49,2;0,18;0,37;20,2;1;0;0;4,8;4,8;0,08;6,2;6,2;841;1224;68,7;8285714
Franck Kessié;CIV;MF;Milan;it Serie A;24;31;25;2308;4;3,6;6;32;8;25;0,13;0,5;18,2;0;2;3;4,4;2,1;0,07;1,6;1,9;1162;1329;87,4;43714285
Franck Ribéry;FRA;MF,FW;Salernitana;it Serie A;38;23;16;1421;0;4;0;13;2;15,4;0;0;17;2;0;0;1,1;1,1;0,08;-1,1;-1,1;517;665;77,7;1625000
Franco Cervi;ARG;MF;Celta Vigo;es La Liga;27;33;21;1801;4;4,1;4;23;8;34,8;0,17;0,5;15,3;0;0;0;2,8;2,8;0,13;1,2;1,2;576;763;75,5;4400000
Franco Russo;ARG;DF;Mallorca;es La Liga;26;19;17;1464;1;0,2;1;6;2;33,3;0,17;0,5;12,4;0;0;0;0,2;0,2;0,03;0,8;0,8;497;653;76,1;833333
Frank Onyeka;NGA;MF;Brentford;eng Premier League;23;20;12;1045;0;1,3;0;16;5;31,3;0;0;17,5;0;0;0;1,1;1,1;0,07;-1,1;-1,1;260;326;79,8;8600000
Fransérgio;BRA;MF;Bordeaux;fr Ligue 1;30;26;14;1258;0;1,6;0;14;2;14,3;0;0;21,2;1;0;0;1,3;1,3;0,09;-1,3;-1,3;386;538;71,7;3214285
Fraser Forster;ENG;GK;Southampton;eng Premier League;33;19;19;1710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;596;58,2;2600000
Fraser Hornby;SCO;FW,MF;Reims;fr Ligue 1;21;8;4;350;0;0,7;0;6;2;33,3;0;0;11,6;0;0;0;0,5;0,5;0,08;-0,5;-0,5;54;88;61,4;1091666
Fred;BRA;MF;Manchester Utd;eng Premier League;28;28;24;2028;4;3,4;4;15;9;60;0,27;0,44;20,2;0;0;0;1,5;1,5;0,1;2,5;2,5;1123;1320;85,1;21200000
Freddie Woodman;ENG;GK;Newcastle Utd;eng Premier League;24;4;4;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;123;60,2;8333333
Frederik Winther;DEN;DF;Augsburg;de Bundesliga;20;4;3;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;165;76,4;925000
Fredrik Jensen;FIN;MF,FW;Augsburg;de Bundesliga;23;12;2;418;0;0,8;0;6;1;16,7;0;0;19,8;0;0;0;0,2;0,2;0,04;-0,2;-0,2;62;113;54,9;2000000
Frenkie de Jong;NED;MF;Barcelona;es La Liga;24;32;30;2476;3;7,6;3;17;7;41,2;0,18;0,43;13,8;0;0;0;4,5;4,5;0,26;-1,5;-1,5;1511;1680;89,9;67857142
Fábio;BRA;DF;Nantes;fr Ligue 1;31;27;21;1667;0;1,8;0;11;1;9,1;0;0;17,2;0;0;0;0,8;0,8;0,07;-0,8;-0,8;630;853;73,9;1633333
